All.obs;uniqueID;Record;Country;Type;RBD;ICcode;physChemText;Note1_PhysChemText;SumMetric;ValueStd;ValueUpStd;CorSumMetric;Note2_Season;CorValueStd;CorValueUpStd;UnitUsed;Note3_stdUnits;RangeRep;ReasonRange;SalinityRange;DepthZone;Comment;Delete;physChemCategoryCW;physChemCategoryTW;Ver;cfMS
5656;6424;24;FI;FIWDA;Aam;CW-BC9;TN;;AA-EQS;0,319;;summer;July-August mean;0,319;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;;Represent Iccode CW-BC9;FALSE;yes;no;Ver7e_revised;
5657;6425;25;FI;FIWDA;Aay;inapplicable;TN;;AA-EQS;0,312;;summer;July-August mean;0,312;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
4853;5401;26;FI;FIVHA2;Ls;inapplicable;TN;;AA-EQS;0,325;;summer;July-August mean;0,325;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
4956;5464;27;FI;FIVHA3;Ls;inapplicable;TN;;AA-EQS;0,325;;summer;July-August mean;0,325;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
4854;5402;28;FI;FIVHA2;Lu;CW-BC9;TN;;AA-EQS;0,29;;summer;July-August mean;0,29;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
4957;5465;29;FI;FIVHA3;Lu;CW-BC9;TN;;AA-EQS;0,29;;summer;July-August mean;0,29;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Represent Iccode CW-BC9, not CW-BC1;FALSE;yes;no;Ver7e_revised;
4964;5472;30;FI;FIVHA3;Lvs;CW-BC9;TN;;AA-EQS;0,31;;summer;July-August mean;0,31;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Represent Iccode CW-BC9, not CW-BC2;FALSE;yes;no;Ver7e_revised;
4958;5466;31;FI;FIVHA3;Ms;CW-BC1-A;TN;;AA-EQS;0,325;;summer;July-August mean;0,325;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-A but hydrographic conditions In Ms different from Mu;FALSE;yes;no;Ver7e_revised;
4959;5467;32;FI;FIVHA3;Mu;CW-BC1-B;TN;;AA-EQS;0,28;;summer;July-August mean;0,28;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B, but mixing conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
4960;5468;33;FI;FIVHA3;Ps;CW-BC1-B;TN;;AA-EQS;0,34;;summer;July-August mean;0,34;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
4760;5348;34;FI;FIVHA4;Ps;CW-BC1-B;TN;;AA-EQS;0,34;;summer;July-August mean;0,34;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
5399;5846;35;FI;FIVHA5;Ps;CW-BC1-B;TN;;AA-EQS;0,34;;summer;July-August mean;0,34;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
5491;5905;36;FI;FIVHA6;Ps;CW-BC1-B;TN;;AA-EQS;0,34;;summer;July-August mean;0,34;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
4961;5469;37;FI;FIVHA3;Pu;CW-BC1-B;TN;;AA-EQS;0,315;;summer;July-August mean;0,315;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
4761;5349;38;FI;FIVHA4;Pu;CW-BC1-B;TN;;AA-EQS;0,315;;summer;July-August mean;0,315;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
5400;5847;39;FI;FIVHA5;Pu;CW-BC1-B;TN;;AA-EQS;0,315;;summer;July-August mean;0,315;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
5492;5906;40;FI;FIVHA6;Pu;CW-BC1-B;TN;;AA-EQS;0,315;;summer;July-August mean;0,315;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
4962;5470;41;FI;FIVHA3;Ses;CW-BC1-A;TN;;AA-EQS;0,315;;summer;July-August mean;0,315;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-A but hydrographic conditions In Ses different from Seu;FALSE;yes;no;Ver7e_revised;
4963;5471;42;FI;FIVHA3;Seu;CW-BC1-A;TN;;AA-EQS;0,275;;summer;July-August mean;0,275;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Iccode CW-BC1-A;FALSE;yes;no;Ver7e_revised;
4855;5403;43;FI;FIVHA2;Ss;CW-BC3;TN;;AA-EQS;0,35;;summer;July-August mean;0,35;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;Hydrographic conditions in Ss differ from Su;FALSE;yes;no;Ver7e_revised;
4856;5404;44;FI;FIVHA2;Su;CW-BC3;TN;;AA-EQS;0,325;;summer;July-August mean;0,325;;mgN/L;We standardised your Value using a factor of 0.001 to convert from units of   ug/L;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
5658;6426;45;FI;FIWDA;Aai;inapplicable;TP;;AA-EQS;22;;summer;July-August mean;22;;ugP/L;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
5659;6427;46;FI;FIWDA;Aam;CW-BC9;TP;;AA-EQS;18;;summer;July-August mean;18;;ugP/L;;FALSE;;;;Represent Iccode CW-BC9;FALSE;yes;no;Ver7e_revised;
5660;6428;47;FI;FIWDA;Aay;CW-BC9;TP;;AA-EQS;15;;summer;July-August mean;15;;ugP/L;;FALSE;;;;Represent Iccode CW-BC9;FALSE;yes;no;Ver7e_revised;
4898;5426;48;FI;FIVHA2;Ls;inapplicable;TP;;AA-EQS;23;;summer;July-August mean;23;;ugP/L;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
5006;5494;49;FI;FIVHA3;Ls;inapplicable;TP;;AA-EQS;23;;summer;July-August mean;23;;ugP/L;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
4899;5427;50;FI;FIVHA2;Lu;CW-BC9;TP;;AA-EQS;18;;summer;July-August mean;18;;ugP/L;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
5007;5495;51;FI;FIVHA3;Lu;CW-BC9;TP;;AA-EQS;18;;summer;July-August mean;18;;ugP/L;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
5014;5502;52;FI;FIVHA3;Lvs;CW-BC9;TP;;AA-EQS;20;;summer;July-August mean;20;;ugP/L;;FALSE;;;Surf;Represent Iccode CW-BC9, not CW-BC1;FALSE;yes;no;Ver7e_revised;
5008;5496;53;FI;FIVHA3;Ms;CW-BC1-A;TP;;AA-EQS;17;;summer;July-August mean;17;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-A, but hydrographic conditions in Ms differ from Mu;FALSE;yes;no;Ver7e_revised;
5009;5497;54;FI;FIVHA3;Mu;CW-BC1-A;TP;;AA-EQS;13;;summer;July-August mean;13;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-A;FALSE;yes;no;Ver7e_revised;
5010;5498;55;FI;FIVHA3;Ps;CW-BC1-B;TP;;AA-EQS;14;;summer;July-August mean;14;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
4802;5370;56;FI;FIVHA4;Ps;CW-BC1-B;TP;;AA-EQS;14;;summer;July-August mean;14;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
5439;5869;57;FI;FIVHA5;Ps;CW-BC1-B;TP;;AA-EQS;14;;summer;July-August mean;14;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
5530;5928;58;FI;FIVHA6;Ps;CW-BC1-B;TP;;AA-EQS;14;;summer;July-August mean;14;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu;FALSE;yes;no;Ver7e_revised;
5011;5499;59;FI;FIVHA3;Pu;CW-BC1-B;TP;;AA-EQS;11;;summer;July-August mean;11;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
4803;5371;60;FI;FIVHA4;Pu;CW-BC1-B;TP;;AA-EQS;11;;summer;July-August mean;11;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
5440;5870;61;FI;FIVHA5;Pu;CW-BC1-B;TP;;AA-EQS;11;;summer;July-August mean;11;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
5531;5929;62;FI;FIVHA6;Pu;CW-BC1-B;TP;;AA-EQS;11;;summer;July-August mean;11;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-B;FALSE;yes;no;Ver7e_revised;
5012;5500;63;FI;FIVHA3;Ses;CW-BC1-A;TP;;AA-EQS;20;;summer;July-August mean;20;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-A, but hydrographic conditions in Ses differ from Seu;FALSE;yes;no;Ver7e_revised;
5013;5501;64;FI;FIVHA3;Seu;CW-BC1-A;TP;;AA-EQS;14;;summer;July-August mean;14;;ugP/L;;FALSE;;;Surf;Iccode CW-BC1-A;FALSE;yes;no;Ver7e_revised;
4900;5428;65;FI;FIVHA2;Ss;CW-BC3;TP;;AA-EQS;24;;summer;July-August mean;24;;ugP/L;;FALSE;;;Surf;Hydrographic conditions in Ss differ from Su;FALSE;yes;no;Ver7e_revised;
4901;5429;66;FI;FIVHA2;Su;CW-BC3;TP;;AA-EQS;20;;summer;July-August mean;20;;ugP/L;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
9387;11398;1;FR;FRA;All;CW-NEA1/26;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
9355;11345;2;FR;FRD;All;CW-Type_IIIW;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
11090;11345;3;FR;FRD;All;CW-Type_IIA;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
9481;11487;4;FR;FRE;All;CW-Type_Island-W;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
9457;11464;5;FR;FRF;All;CW-NEA1/26;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
9435;11443;6;FR;FRG;All;CW-NEA1/26;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
9410;11420;7;FR;FRH;All;CW-NEA1/26;Dissolved oxygen;;10th percentile;3;;10th percentile;Summer-Autumn;3;;mg/L;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;FR;FRA;All;inapplicable;Turbidity;Transparency ;90th percentile;36;;90th percentile;;36;;NTU;We standardised your Value using a factor of 0.6 to convert from units of   FNU;FALSE;;;;Ecotype 3: muddy/sandy areas and water bodies at the mouths of the major rivers;FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRH;All;inapplicable;Turbidity;Transparency ;90th percentile;36;;90th percentile;;36;;NTU;"We standardised your Value using a factor of 0.6 to convert from units of   FNU (conversion from FNU (Formazine Nephelometric Unit) to NTU: if FNU <= 20 conversion factor is 1; if FNU >20 is 0.6 NTU)";FALSE;;;;Ecotype 3: muddy/sandy areas and water bodies at the mouths of the major rivers;FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRH;All;inapplicable;Turbidity;Transparency ;90th percentile;14;;90th percentile;;14;;NTU;We standardised your Value using a factor of 1 to convert from units of   FNU;FALSE;;;;Ecotype 1: the rocky areas of the English Channel and the Atlantic, the Mediterranean coasts (except Languedoc);FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRG;All;inapplicable;Turbidity;Transparency ;90th percentile;14;;90th percentile;;14;;NTU;We standardised your Value using a factor of 1 to convert from units of   FNU;FALSE;;;;Ecotype 1: the rocky areas of the English Channel and the Atlantic, the Mediterranean coasts (except Languedoc);FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRG;All;inapplicable;Turbidity;Transparency ;90th percentile;36;;90th percentile;;36;;NTU;We standardised your Value using a factor of 0.6 to convert from units of   FNU;FALSE;;;;Ecotype 3: muddy/sandy areas and water bodies at the mouths of the major rivers;FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRF;All;inapplicable;Turbidity;Transparency ;90th percentile;14;;90th percentile;;14;;NTU;We standardised your Value using a factor of 1 to convert from units of   FNU;FALSE;;;;Ecotype 1: the rocky areas of the English Channel and the Atlantic, the Mediterranean coasts (except Languedoc);FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRF;All;inapplicable;Turbidity;Transparency ;90th percentile;36;;90th percentile;;36;;NTU;We standardised your Value using a factor of 0.6 to convert from units of   FNU;FALSE;;;;Ecotype 3: muddy/sandy areas and water bodies at the mouths of the major rivers;FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRD;All;inapplicable;Turbidity;Transparency ;90th percentile;14;;90th percentile;;14;;NTU;We standardised your Value using a factor of 1 to convert from units of   FNU;FALSE;;;;Ecotype 1: the rocky areas of the English Channel and the Atlantic, the Mediterranean coasts (except Languedoc);FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRD;All;inapplicable;Turbidity;Transparency ;90th percentile;36;;90th percentile;;36;;NTU;We standardised your Value using a factor of 0.6 to convert from units of   FNU;FALSE;;;;Ecotype 3: muddy/sandy areas and water bodies at the mouths of the major rivers;FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRE;All;inapplicable;Turbidity;Transparency ;90th percentile;14;;90th percentile;;14;;NTU;We standardised your Value using a factor of 1 to convert from units of   FNU;FALSE;;;;Ecotype 1: the rocky areas of the English Channel and the Atlantic, the Mediterranean coasts (except Languedoc);FALSE;yes;no;Ver7e_revised;
new;new;;FR;FRA;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRH;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRG;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRF;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRD;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRE;All;inapplicable;Temperature;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);5;;Percentage of monthly values outside a reference envelope over the 6-year period (data from the last six years);;5;;%;;FALSE;;;;;FALSE;yes;no;Ver7e_revised;but which is that reference envelope - the actual values/boundries?
new;new;;FR;FRA;All;CW-NEA1/26;Total Inorganic N;DIN (dissolved inorganic nitrogen);Concentration standardizing value to the salinity 33;0,406;;winter;monthly winter values over 6 years (November to February);0,406;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;33;;If the threshold of Good Status is exceeded for DIN, but phytoplankton biomass (Chlorophyll a concentration) is in Good Status, DIN decommissioning is not taken into account (principle of primacy of biological elements). ;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;FR;FRA;All;CW-NEA1/26;Total Inorganic N;DIN (dissolved inorganic nitrogen);Concentration standardizing value to the salinity 33;0,462;;winter;monthly winter values over 6 years (November to February);0,462;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;33;;If the threshold of Good Status is exceeded for DIN, but phytoplankton biomass (Chlorophyll a concentration) is in Good Status, DIN decommissioning is not taken into account (principle of primacy of biological elements). ;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;FR;FRF;All;CW-NEA1/26;Total Inorganic N;DIN (dissolved inorganic nitrogen);Concentration standardizing value to the salinity 33;0,462;;winter;monthly winter values over 6 years (November to February);0,462;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;33;;If the threshold of Good Status is exceeded for DIN, but phytoplankton biomass (Chlorophyll a concentration) is in Good Status, DIN decommissioning is not taken into account (principle of primacy of biological elements). ;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;FR;FRG;All;CW-NEA1/26;Total Inorganic N;DIN (dissolved inorganic nitrogen);Concentration standardizing value to the salinity 33;0,462;;winter;monthly winter values over 6 years (November to February);0,462;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;33;;If the threshold of Good Status is exceeded for DIN, but phytoplankton biomass (Chlorophyll a concentration) is in Good Status, DIN decommissioning is not taken into account (principle of primacy of biological elements). ;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;FR;FRH;All;CW-NEA1/26;Total Inorganic N;DIN (dissolved inorganic nitrogen);Concentration standardizing value to the salinity 33;0,462;;winter;monthly winter values over 6 years (November to February);0,462;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;33;;If the threshold of Good Status is exceeded for DIN, but phytoplankton biomass (Chlorophyll a concentration) is in Good Status, DIN decommissioning is not taken into account (principle of primacy of biological elements). ;FALSE;yes;no;Ver7e_revised_April 2021;
new;new;;GR;;CIIIE;CW-Type_IIIE;Nitrate as N;QE3-1-6-1-1 Nitrate;AA-EQS;1;;AA-EQS;;0,014;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;Coastal waters not influenced by freshwater inputs;FALSE;yes;no;Ver7e_revised;
new;new;;GR;;CIIIE;CW-Type_IIIE;TN;QE3-1-6-1-5 Total Nitrogen;AA-EQS;8;;AA-EQS;;0,112;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;Coastal waters not influenced by freshwater inputs;FALSE;yes;no;Ver7e_revised;
new;new;;GR;;CIIIE;CW-Type_IIIE;Orthophosphate;QE3-1-6-2-1 Orthophosphate;AA-EQS;0,1;;AA-EQS;;3,098;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L;FALSE;;;;Coastal waters not influenced by freshwater inputs;FALSE;yes;no;Ver7e_revised;
new;new;;GR;;CIIIE;CW-Type_IIIE;TP;QE3-1-6-2-2 Total Phosphorous;AA-EQS;0,3;;AA-EQS;;9,292;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L;FALSE;;;;Coastal waters not influenced by freshwater inputs;FALSE;yes;no;Ver7e_revised;
8645;10577;1;HR;HRJ;All;CW-Type_IIA_Adriatic;Orthophosphate;;Median;2,168;7,744;Median;;7,744;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
8633;10565;2;HR;HRJ;All;CW-Type_IIA_Adriatic;Secchi disk depth;;Median;5;;Median;;5;;m;;FALSE;;;;at stations with a depth < 5m, transparency to the seafloor;FALSE;yes;no;Ver7e_revised;
8651;10583;3;HR;HRJ;All;CW-Type_IIA_Adriatic;Total Inorganic N;;Median;0,004;0,02;Median;;0,004;;mgN/L;We standardised your Value using a factor of 0.001306844 to convert from units of   umol/L;TRUE;;;;;TRUE;yes;no;Ver7e_revised;
8660;10592;4;HR;HRJ;HR-O3_13;CW-Type_IIA_Adriatic;Total Inorganic N;;Median;0,02;;Median;;0,21;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
8661;10593;5;HR;HRJ;HR-O4_12 & HR-O4_13 & HR-O4_22 & HR-O4_23;CW-Type_IIA_Adriatic;Total Inorganic N;;Median;0,013;;Median;;0,14;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
8649;10581;6;HR;HRJ;All;CW-Type_IIA_Adriatic;TP;;Median;9,292;18,584;Median;;18,584;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
8652;10584;;HR;HRJ;All;CW-Type_IIA_Adriatic;% oxygen saturation;Oxygen saturation;Median;75;150;Median;;150;;PC02;;FALSE;;;Surf;;FALSE;yes;no;Ver7e_revised;
11088;10584;;HR;HRJ;All;CW-Type_IIA_Adriatic;% oxygen saturation;Oxygen saturation;Median;40;;Median;;40;;PC02;;FALSE;;;Bottom;;FALSE;yes;no;Ver7e_revised;
10669;12238;;IE;IEGBNIIENB;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;120;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;34,5;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;FALSE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
10685;12254;;IE;IEGBNIIENW;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;120;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;34,5;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;FALSE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
10701;12270;;IE;IEROI;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;120;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;34,5;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;FALSE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
new;new;;IE;IEGBNIIENB;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;130;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;35;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;TRUE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
new;new;;IE;IEGBNIIENW;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;130;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;35;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;TRUE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
new;new;;IE;IEROI;All;CW-NEA1/26;% oxygen saturation;Dissolved Oxygen was omitted from the original form;95th percentile;;;5th - 95th percentile;summer;80;130;PC02;;TRUE;High low: Dissolved oxygen lower and upper limit;35;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided), linear interpolation to be used to establish the limit value for water bodies between these salinity levels (17-35 psu) based on the median salinity of the water body being assessed.;TRUE;yes;no;Ver7e_revised_April 2021;reassignment of lower and upper values DO according to report sent by MS
new;new;;IE;IEGBNIIENB;All;CW-NEA1/26;Total Inorganic N;Dissolved Inorganic N;Median;;;Median;;0,25;2,6;mgN/L;;TRUE;salinity range;34,5 - 0;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided);FALSE;yes;no;Ver7e_revised;
new;new;;IE;IEGBNIIENW;All;CW-NEA1/26;Total Inorganic N;Dissolved Inorganic N;Median;;;Median;;0,25;2,6;mgN/L;;TRUE;salinity range;34,5 - 0;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided);FALSE;yes;no;Ver7e_revised;
new;new;;IE;IEROI;All;CW-NEA1/26;Total Inorganic N;Dissolved Inorganic N;Median;;;Median;;0,25;2,6;mgN/L;;TRUE;salinity range;34,5 - 0;samples are a mix of surface and bottom samples;values are salinity dependant (see table provided);FALSE;yes;no;Ver7e_revised;
9013;10928;1;LV;LVVUBA;C1;CW-BC5;Nitrate as N;;winter;0,001807176;;winter;;0,112;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;The treshold value is 8 umol/l. Converting to N by using formula 8x14/1000 gives 0,112 mg N per L;FALSE;yes;no;Ver7e_revised;
9012;10927;2;LV;LVVUBA;C2;CW-BC5;Nitrate as N;;winter;0,001807176;;winter;;0,112;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;The treshold value is 8 umol/l. Converting to N by using formula 8x14/1000 gives 0,112 mg N per L;FALSE;yes;no;Ver7e_revised;
