All.obs;uniqueID;Record;Country;Type;RBD;ICcode;physChemText;Note1_PhysChemText;SumMetric;ValueStd;ValueUpStd;CorSumMetric;Note2_Season;CorValueStd;CorValueUpStd;UnitUsed;Note3_stdUnits;RangeRep;ReasonRange;SalinityRange;DepthZone;Comment;Delete;physChemCategoryCW;physChemCategoryTW;Ver;cfMS
11149;9167;65;UK;TURC;UK10;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11157;9215;66;UK;TURC;UK11;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11098;8404;67;UK;TURT;UK02;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11164;9250;68;UK;TURT;UK03;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11113;8916;69;UK;TURT;UK04;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11118;8950;70;UK;TURT;UK05;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11123;8984;71;UK;TURT;UK06;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11128;9018;72;UK;TURT;UK07;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11133;9052;73;UK;TURT;UK08;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11138;9086;74;UK;TURT;UK09;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11150;9168;75;UK;TURT;UK10;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11158;9216;76;UK;TURT;UK11;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11143;9120;77;UK;TURT;UK12;CW-NEA1/26;Total Inorganic N;;99th percentile;2,52;;99th percentile;;2,521;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11151;9169;78;UK;VTURC;UK10;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11159;9217;79;UK;VTURC;UK11;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11099;8405;80;UK;VTURT;UK02;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11165;9251;81;UK;VTURT;UK03;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11114;8917;82;UK;VTURT;UK04;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11119;8951;83;UK;VTURT;UK05;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11124;8985;84;UK;VTURT;UK06;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11129;9019;85;UK;VTURT;UK07;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11134;9053;86;UK;VTURT;UK08;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11139;9087;87;UK;VTURT;UK09;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11152;9170;88;UK;VTURT;UK10;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11160;9218;89;UK;VTURT;UK11;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
11144;9121;90;UK;VTURT;UK12;CW-NEA1/26;Total Inorganic N;;99th percentile;3,78;;99th percentile;;3,782;;mgN/L;We standardised your Value using a factor of 0.014007 to convert from units of   umol/L;FALSE;;;;;FALSE;yes;no;Ver7e_revised;
5605;6223;1;BE;O1o;BESCHELDE_VL;TW-NEA11;Dissolved oxygen;;10th percentile;5;;10th percentile;;5;;mg/L;;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
5606;6224;2;BE;O2zout;BESCHELDE_VL;TW-NEA11;Dissolved oxygen;;10th percentile;6;;10th percentile;;6;;mg/L;;FALSE;;> 18;;North Sea;FALSE;no;yes;Ver7e_revised;
5641;6259;3;BE;O1o;BESCHELDE_VL;TW-NEA11;TN;;growth season mean;2,5;;growth season mean;Growth season (April -September);2,5;;mgN/L;;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
5649;6267;4;BE;O2zout;BESCHELDE_VL;TW-NEA11;Total Inorganic N;Nitrate+Nitrite+Ammonium;winter;0,49;;winter;;0,49;;mgN/L;;FALSE;;> 18;;North Sea;FALSE;no;yes;Ver7e_revised;
5648;6266;5;BE;O1o;BESCHELDE_VL;TW-NEA11;TP;;growth season mean;140;;growth season mean;Growth season (April -September);140;;µgP/L;We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O1o;BESCHELDE_VL;TW-NEA11;Nitrate as N;;90th percentile;;;90th percentile;annual 90th percentile;5,65;;mgN/L;;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O1o;BESCHELDE_VL;TW-NEA11;Orthophosphate;;AA-EQS;;;AA-EQS;annual mean;140;;µgP/L;;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O1b;BESCHELDE_VL;TW-NEA11;Total Inorganic N;Nitrate+Nitrite+Ammonium;winter;;;winter;;0,49;;mgN/L;;FALSE;;5 - 18,0;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O1b;BESCHELDE_VL;TW-NEA11;Orthophosphate;;AA-EQS;;;AA-EQS;annual mean;70;;µgP/L;;FALSE;;5 - 18,0;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O2zout;BESCHELDE_VL;TW-NEA11;Orthophosphate;;AA-EQS;;;AA-EQS;annual mean;70;;µgP/L;;FALSE;;> 18;;North Sea;FALSE;no;yes;Ver7e_revised;
new;new;;BE;O1o;BESCHELDE_VL;TW-NEA11;NTK;Kjeldahl nitrogen (Total nitrogen minus nitrate minus nitrite);90th percentile;;;90th percentile;annual 90th percentile;6;;mgN/L;;FALSE;;0,5 - 5;;North Sea;FALSE;no;yes;Ver7e_revised;
7686;9618;1;BG;BG2000;L10;inapplicable;Dissolved oxygen;;AA-EQS;6;;AA-EQS;;6;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7683;9615;2;BG;BG2000;L7;inapplicable;Dissolved oxygen;;AA-EQS;6;;AA-EQS;;6;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7684;9616;3;BG;BG2000;L8;inapplicable;Dissolved oxygen;;AA-EQS;6;;AA-EQS;;6;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7685;9617;4;BG;BG2000;L9;inapplicable;Dissolved oxygen;;AA-EQS;6;;AA-EQS;;6;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7723;9649;5;BG;BG2000;R16;inapplicable;Dissolved oxygen;;AA-EQS;5;;AA-EQS;;5;;mg/L;;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
7799;9707;6;BG;BG2000;L10;inapplicable;Nitrate as N;;AA-EQS;2,000645165;;AA-EQS;;2;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of  mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7796;9704;7;BG;BG2000;L7;inapplicable;Nitrate as N;;AA-EQS;2,000645165;;AA-EQS;;2;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7797;9705;8;BG;BG2000;L8;inapplicable;Nitrate as N;;AA-EQS;2,000645165;;AA-EQS;;2;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7798;9706;9;BG;BG2000;L9;inapplicable;Nitrate as N;;AA-EQS;2,000645165;;AA-EQS;;2;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7803;9711;10;BG;BG2000;R16;inapplicable;Nitrate as N;;AA-EQS;2,500806456;;AA-EQS;;2,501;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
7859;9755;11;BG;BG2000;L10;inapplicable;Orthophosphate;;AA-EQS;183,6;;AA-EQS;;60;;ugP/L;We standardised your Value using a factor of 326.2 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7856;9752;12;BG;BG2000;L7;inapplicable;Orthophosphate;;AA-EQS;183,6;;AA-EQS;;60;;ugP/L;We standardised your Value using a factor of 326.2 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7857;9753;13;BG;BG2000;L8;inapplicable;Orthophosphate;;AA-EQS;183,6;;AA-EQS;;60;;ugP/L;We standardised your Value using a factor of 326.2 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7858;9754;14;BG;BG2000;L9;inapplicable;Orthophosphate;;AA-EQS;183,6;;AA-EQS;;60;;ugP/L;We standardised your Value using a factor of 326.2 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7852;9749;15;BG;BG2000;R16;inapplicable;Orthophosphate;;AA-EQS;459;;AA-EQS;;459;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;factor should be 326.2;TRUE;no;yes;Ver7e_revised;
7670;9606;16;BG;BG2000;L10;inapplicable;Secchi disk depth;;AA-EQS;2;;AA-EQS;;2;;m;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7667;9603;17;BG;BG2000;L7;inapplicable;Secchi disk depth;;AA-EQS;2;;AA-EQS;;2;;m;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7668;9604;18;BG;BG2000;L8;inapplicable;Secchi disk depth;;AA-EQS;2;;AA-EQS;;2;;m;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7669;9605;19;BG;BG2000;L9;inapplicable;Secchi disk depth;;AA-EQS;2;;AA-EQS;;2;;m;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7751;9674;20;BG;BG2000;L10;inapplicable;TN;;AA-EQS;2,5;;AA-EQS;;2,5;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7748;9671;21;BG;BG2000;L7;inapplicable;TN;;AA-EQS;2,5;;AA-EQS;;2,5;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7749;9672;22;BG;BG2000;L8;inapplicable;TN;;AA-EQS;2,5;;AA-EQS;;2,5;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7750;9673;23;BG;BG2000;L9;inapplicable;TN;;AA-EQS;2,5;;AA-EQS;;2,5;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7746;9669;24;BG;BG2000;R16;inapplicable;TN;;AA-EQS;2,5;;AA-EQS;;2,5;;mgN/L;;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
7775;9690;25;BG;BG2000;L10;inapplicable;TP;;AA-EQS;75;;AA-EQS;;75;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7772;9687;26;BG;BG2000;L7;inapplicable;TP;;AA-EQS;75;;AA-EQS;;75;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7773;9688;27;BG;BG2000;L8;inapplicable;TP;;AA-EQS;75;;AA-EQS;;75;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7774;9689;28;BG;BG2000;L9;inapplicable;TP;;AA-EQS;75;;AA-EQS;;75;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
7763;9682;29;BG;BG2000;R16;inapplicable;TP;;AA-EQS;30;;AA-EQS;;30;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
new;new;1;DE;T1;all RBD;;TN;;AA-EQS;1;;AA-EQS;;1;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;2;DE;T2;all RBD;;TN;;AA-EQS;1;;AA-EQS;;1;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;3;DE;T1;all RBD;;Total Inorganic N;DIN;winter;0,8;;winter;WinterA-EQS =mean of winter monitoring values in the periode from 1.11. to 28.2.;0,8;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;4;DE;T3;all RBD;;Total Inorganic N;DIN;winter;0,8;;winter;WinterA-EQS =mean of winter monitoring values in the periode from 1.11. to 28.2.;0,8;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;5;DE;T1;all RBD;;TP;;AA-EQS;45;;AA-EQS;;45;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;6;DE;T4;all RBD;;TP;;AA-EQS;45;;AA-EQS;;45;;ugP/L;We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
10143;11810;2;ES;ES060;All;TW-Estuaries;Dissolved oxygen;Please select reason for range in column ReasonRange;AA-EQS;5;7,9;AA-EQS;;5;;mg/L;;TRUE;;;;;TRUE;no;yes;Ver7e_revised;
10164;11831;3;ES;ES063;All;TW-Estuaries;Dissolved oxygen;Please select reason for range in column ReasonRange;AA-EQS;5;7,9;AA-EQS;;5;;mg/L;;TRUE;;;;;TRUE;no;yes;Ver7e_revised;
10185;11852;4;ES;ES064;All;TW-NEA11;Dissolved oxygen;Please select reason for range in column ReasonRange;AA-EQS;5;7,9;AA-EQS;;5;;mg/L;;TRUE;;;;;TRUE;no;yes;Ver7e_revised;
9684;11601;6;ES;ES014;AC-T17;TW-NEA11;Nitrate as N;;AA-EQS;0,003286801;;AA-EQS;;0,003;;mgN/L;We standardised your Value using a factor of 0.000225897 to convert from units of   umol/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10068;11771;7;ES;ES040;All;TW-NEA11;Nitrate as N;;AA-EQS;5,6451613;;AA-EQS;;5,645;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10151;11818;8;ES;ES060;All;TW-Estuaries;Nitrate as N;;AA-EQS;5,6451613;;AA-EQS;;5,645;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10159;11826;9;ES;ES060;All;TW-Estuaries;Nitrate as N;;AA-EQS;0;;;;;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10172;11839;10;ES;ES063;All;TW-Estuaries;Nitrate as N;;AA-EQS;5,6451613;;AA-EQS;;5,645;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10180;11847;11;ES;ES063;All;TW-NEA11;Nitrate as N;;AA-EQS;0;;;;;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
10193;11860;12;ES;ES064;All;TW-NEA11;Nitrate as N;;AA-EQS;5,6451613;;AA-EQS;;5,645;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
9800;11672;13;ES;ES018;AT-T02;TW-Estuaries;Nitrate as N;;90th percentile;;;90th percentile;;;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
9801;11672;14;ES;ES018;AT-T02;inapplicable;Nitrate as N;;90th percentile;;;90th percentile;;;;mgN/L;We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L;FALSE;;;;;TRUE;no;yes;Ver7e_revised;
9741;11636;15;ES;ES017;AT-T08;TW-NEA11;Nitrate as N;Please select reason for range in column ReasonRange;AA-EQS;0,004066146;0,029818404;AA-EQS;;0,004;;mgN/L;We standardised your Value using a factor of 0.000225897 to convert from units of   umol/L;TRUE;;;;;TRUE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T12;inapplicable;Ammonium N;;AA-EQS;0,23;;AA-EQS;;0,225;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T12;inapplicable;Nitrite as N;;AA-EQS;0,05;;AA-EQS;;0,055;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T12;inapplicable;Nitrate as N;;AA-EQS;2,48;;AA-EQS;;2,485;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T12;inapplicable;Orthophosphate;;AA-EQS;0,04;;AA-EQS;;0,036;;ugP/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T13;inapplicable;Ammonium N;;AA-EQS;0,12;;AA-EQS;;0,116;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T13;inapplicable;Nitrite as N;;AA-EQS;0,03;;AA-EQS;;0,033;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T13;inapplicable;Nitrate as N;;AA-EQS;1,68;;AA-EQS;;1,676;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T13;inapplicable;Orthophosphate;;AA-EQS;0,09;;AA-EQS;;0,088;;ugP/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T14;inapplicable;TN;;AA-EQS;7;;AA-EQS;;7;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T14;inapplicable;TP;;AA-EQS;2000;;AA-EQS;;2000;;ugP/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T15;inapplicable;TN;;AA-EQS;10;;AA-EQS;;10;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T15;inapplicable;TP;;AA-EQS;1000;;AA-EQS;;1000;;ugP/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T16;inapplicable;TN;;AA-EQS;10;;AA-EQS;;10;;mgN/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
new;new;;ES;ALL;AT-T16;inapplicable;TP;;AA-EQS;2000;;AA-EQS;;2000;;ugP/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9388;11399;1;FR;FRA;All;inapplicable;Dissolved oxygen;;10th percentile;3;;10th percentile;;3;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9470;11477;2;FR;FRF;All;inapplicable;Dissolved oxygen;;10th percentile;3;;10th percentile;;3;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9436;11444;3;FR;FRG;All;inapplicable;Dissolved oxygen;;10th percentile;3;;10th percentile;;3;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9411;11421;4;FR;FRH;All;inapplicable;Dissolved oxygen;;10th percentile;3;;10th percentile;;3;;mg/L;;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9376;11362;5;FR;FRD;T10;inapplicable;Orthophosphate;;90th percentile;30,97521132;;90th percentile;;30,975;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9377;11362;6;FR;FRD;T10;TW-CoastalLagoonsPolyeuhaline;Orthophosphate;;90th percentile;30,97521132;;90th percentile;monthly summer (June-August) data (over 6 years);30,975;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9500;11503;7;FR;FRE;T10;inapplicable;Orthophosphate;;90th percentile;30,97521132;;90th percentile;;30,975;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9501;11503;8;FR;FRE;T10;TW-CoastalLagoonsPolyeuhaline;Orthophosphate;;90th percentile;30,97521132;;90th percentile;monthly summer (June-August) data (over 6 years);30,975;;ugP/L;We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9367;11356;9;FR;FRD;T10;inapplicable;TN;;90th percentile;1,0505025;;90th percentile;monthly summer (June-August) data (over 6 years);1,051;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9368;11356;10;FR;FRD;T10;TW-CoastalLagoonsPolyeuhaline;TN;;90th percentile;1,0505025;;90th percentile;monthly summer (June-August) data (over 6 years);1,051;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9491;11497;11;FR;FRE;T10;inapplicable;TN;;90th percentile;1,0505025;;90th percentile;monthly summer (June-August) data (over 6 years);1,051;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9492;11497;12;FR;FRE;T10;TW-CoastalLagoonsPolyeuhaline;TN;;90th percentile;1,0505025;;90th percentile;monthly summer (June-August) data (over 6 years);1,051;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9374;11361;13;FR;FRD;T10;inapplicable;Total Inorganic N;;90th percentile;0,084042;;90th percentile;;0,084;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9375;11361;14;FR;FRD;T10;TW-CoastalLagoonsPolyeuhaline;Total Inorganic N;;90th percentile;0,084042;;90th percentile;monthly summer (June-August) data (over 6 years);0,084;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9498;11502;15;FR;FRE;T10;inapplicable;Total Inorganic N;;90th percentile;0,084042;;90th percentile;;0,084;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9499;11502;16;FR;FRE;T10;TW-CoastalLagoonsPolyeuhaline;Total Inorganic N;;90th percentile;0,084042;;90th percentile;monthly summer (June-August) data (over 6 years);0,084;;mgN/L;We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9372;11360;17;FR;FRD;T10;inapplicable;TP;;90th percentile;92,921283;;90th percentile;;92,921;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9373;11360;18;FR;FRD;T10;TW-CoastalLagoonsPolyeuhaline;TP;;90th percentile;92,921283;;90th percentile;monthly summer (June-August) data (over 6 years);92,921;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
9496;11501;19;FR;FRE;T10;inapplicable;TP;;90th percentile;92,921283;;90th percentile;;92,921;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised;
9497;11501;20;FR;FRE;T10;TW-CoastalLagoonsPolyeuhaline;TP;;90th percentile;92,921283;;90th percentile;monthly summer (June-August) data (over 6 years);92,921;;ugP/L;We standardised your Value using a factor of 30.973761 to convert from units of   umol/L;FALSE;;;;;FALSE;no;yes;Ver7e_revised_April 2021;
