All.obs;GIG;Cat;ICcode.TRAC;Country;NatType;physChemText;SumMetric;ValueStd;ValueUpStd;UnitUsed;RangeRep;ReasonRange;DepthZone;Ver.r;MetricType
5656;BAL;CW;CW-BC9;FI;FIWDA;TN;summer;0.319;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
5660;BAL;CW;CW-BC9;FI;FIWDA;TP;summer;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
5653;BAL;CW;CW-BC9;FI;FIWDA;Secchi disk depth;summer;5.3;NA;m;FALSE;NA;NA;Rver2;seasonal
8137;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7862;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
7948;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
7864;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8107;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7863;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8105;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8138;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7950;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
8018;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8135;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7861;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8106;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7947;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
7949;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
11439;BLA;CW;CW-BL1;RO;RO1000;TP;AA-EQS;21.682;30.974;µgP/L;TRUE;subType;NA;Rver2;annual
8030;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7865;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8104;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8133;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8139;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8020;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8031;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8019;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7945;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
8017;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7866;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8116;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8006;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8004;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7942;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
11437;BLA;CW;CW-BL1;RO;RO1000;Total Inorganic N;AA-EQS;0.126;0.189;mgN/L;TRUE;subType;NA;Rver2;annual
8136;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8005;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8131;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8108;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8027;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8001;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8015;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7998;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8111;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8002;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7943;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
8028;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8029;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8134;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8128;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8021;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8117;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8115;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7868;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
8000;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8022;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7867;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
7946;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
11435;BLA;CW;CW-BL1;RO;RO1000;% oxygen saturation;AA-EQS;60;80;PC02;TRUE;High low;Bottom;Rver2;annual
8114;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8003;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8016;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7996;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8110;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7997;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7869;BLA;CW;CW-BL1;BG;BG2000;Secchi disk depth;AA-EQS;2.6;3.7;m;FALSE;NA;NA;Rver2;annual
7944;BLA;CW;CW-BL1;BG;BG2000;Dissolved oxygen;summer;8.9;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
8129;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8132;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;autumn;13;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8130;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8127;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8109;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8010;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8122;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8112;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;winter;20;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8023;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8024;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8026;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
5826;BLA;CW;CW-BL1;RO;RO1000;Nitrate as N;AA-EQS;0.339;NA;mgN/L;FALSE;NA;NA;Rver2;annual
5821;BLA;CW;CW-BL1;RO;RO1000;Secchi disk depth;AA-EQS;5.6;7.5;m;TRUE;subType;NA;Rver2;annual
5824;BLA;CW;CW-BL1;RO;RO1000;Dissolved oxygen;AA-EQS;6.2;9;mg/L;TRUE;High low;NA;Rver2;annual
8008;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8120;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8009;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8118;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8113;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
7999;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;winter;0.135;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8025;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;autumn;0.08;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8014;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;summer;0.04;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8123;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8126;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8007;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8013;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8124;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8121;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
5825;BLA;CW;CW-BL1;RO;RO1000;Orthophosphate;AA-EQS;6.195;9.293;µgP/L;TRUE;subType;NA;Rver2;annual
8119;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;spring;15;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8125;BLA;CW;CW-BL1;BG;BG2000;Orthophosphate;summer;10;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
8011;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
8012;BLA;CW;CW-BL1;BG;BG2000;Nitrate as N;spring;0.075;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
7356;NEA;CW;CW-NEA1/26;PT;PTRH7;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
7337;NEA;CW;CW-NEA1/26;PT;PTRH8;Nitrate as N;90th percentile;0.13;0.7;mgN/L;TRUE;subType;NA;Rver2;quantile
11116;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11099;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
6609;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11114;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11375;NEA;CW;CW-NEA1/26;FR;FRA;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
6621;NEA;CW;CW-NEA1/26;UK;ALL;Total Inorganic N;winter;0.21;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11141;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11153;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
7342;NEA;CW;CW-NEA1/26;PT;PTRH8;Orthophosphate;90th percentile;20;500;µgP/L;TRUE;subType;NA;Rver2;quantile
7361;NEA;CW;CW-NEA1/26;PT;PTRH7;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11098;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11104;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
7323;NEA;CW;CW-NEA1/26;PT;PTRH1;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
7456;NEA;CW;CW-NEA1/26;PT;PTRH2;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11113;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11097;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
7318;NEA;CW;CW-NEA1/26;PT;PTRH1;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11115;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11117;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11142;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11118;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11374;NEA;CW;CW-NEA1/26;FR;FRA;Total Inorganic N;AA-EQS;0.406;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11096;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11111;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11112;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11157;NEA;CW;CW-NEA1/26;UK;TURC;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11140;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
7162;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11155;NEA;CW;CW-NEA1/26;UK;ITURC;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11152;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11127;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
6669;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11108;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11376;NEA;CW;CW-NEA1/26;FR;FRF;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
6794;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
6594;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6845;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11095;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11427;NEA;CW;CW-NEA1/26;PT;PTRH5A;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11093;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
6745;NEA;CW;CW-NEA1/26;UK;ALL;Total Inorganic N;Regression;0.252;NA;mgN/L;NA;NA;NA;Rver2;other
7049;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11154;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11156;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11106;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11119;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11120;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11426;NEA;CW;CW-NEA1/26;PT;PTRH5A;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
6589;NEA;CW;CW-NEA1/26;UK;ALL;Total Inorganic N;winter;0.21;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11123;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11151;NEA;CW;CW-NEA1/26;UK;VTURC;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11091;NEA;CW;CW-NEA1/26;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
7432;NEA;CW;CW-NEA1/26;PT;PTRH3;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
7437;NEA;CW;CW-NEA1/26;PT;PTRH3;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
7451;NEA;CW;CW-NEA1/26;PT;PTRH2;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11138;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
8765;NEA;CW;CW-NEA1/26;BE;Type 2;Orthophosphate;MAC-EQS;24.78;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11378;NEA;CW;CW-NEA1/26;FR;FRH;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11144;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7375;NEA;CW;CW-NEA1/26;PT;PTRH6;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11122;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11161;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
7413;NEA;CW;CW-NEA1/26;PT;PTRH4A;Nitrate as N;90th percentile;0.13;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11124;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
9410;NEA;CW;CW-NEA1/26;FR;FRH;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11164;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
9435;NEA;CW;CW-NEA1/26;FR;FRG;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11129;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11126;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
6947;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11143;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11130;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6896;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
7380;NEA;CW;CW-NEA1/26;PT;PTRH6;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11110;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11160;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7418;NEA;CW;CW-NEA1/26;PT;PTRH4A;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11134;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
6733;NEA;CW;CW-NEA1/26;UK;ALL;Total Inorganic N;Regression;0.252;NA;mgN/L;NA;NA;NA;Rver2;other
11137;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11139;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11165;NEA;CW;CW-NEA1/26;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11159;NEA;CW;CW-NEA1/26;UK;VTURC;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11377;NEA;CW;CW-NEA1/26;FR;FRG;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11128;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11131;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11150;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11121;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11147;NEA;CW;CW-NEA1/26;UK;ITURC;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
9387;NEA;CW;CW-NEA1/26;FR;FRA;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
9457;NEA;CW;CW-NEA1/26;FR;FRF;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
