All.obs;GIG;Cat;ICcode.TRAC;Country;NatType;physChemText;SumMetric;ValueStd;ValueUpStd;UnitUsed;RangeRep;ReasonRange;DepthZone;Ver.r;MetricType
11342;NEA;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11588;NEA;TW;inapplicable;PT;PTRH4A;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11166;NEA;CW;inapplicable;PT;PTRH9;Secchi disk depth;95th percentile;4;35;m;TRUE;subType;NA;Rver2;quantile
11169;NEA;CW;inapplicable;PT;PTRH9;Nitrate as N;95th percentile;0.452;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11170;NEA;CW;inapplicable;PT;PTRH9;TP;95th percentile;70;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11592;NEA;TW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11229;BAL;CW;inapplicable;EE;EE1;Dissolved oxygen;Median;NA;NA;mg/L;FALSE;NA;NA;Rver2;annual
11594;NEA;TW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11231;BAL;CW;inapplicable;EE;EE1;Dissolved oxygen;Median;NA;NA;mg/L;FALSE;NA;NA;Rver2;annual
11596;NEA;TW;inapplicable;PT;PTRH6;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11233;BAL;CW;inapplicable;EE;EE1;Nitrate as N;AA-EQS;NA;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11598;NEA;TW;inapplicable;PT;PTRH6;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11235;BAL;CW;inapplicable;EE;EE1;Nitrate as N;AA-EQS;NA;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11600;NEA;TW;inapplicable;PT;PTRH7;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11237;BAL;CW;inapplicable;EE;EE1;Orthophosphate;AA-EQS;NA;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11602;NEA;TW;inapplicable;PT;PTRH7;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11239;BAL;CW;inapplicable;EE;EE1;Orthophosphate;AA-EQS;NA;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11604;NEA;TW;inapplicable;PT;PTRH8;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11241;BAL;CW;inapplicable;EE;EE1;Secchi disk depth;summer;3.7;NA;m;FALSE;NA;NA;Rver2;seasonal
11606;NEA;TW;inapplicable;PT;PTRH8;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11243;BAL;CW;inapplicable;EE;EE1;Secchi disk depth;summer;7.4;NA;m;FALSE;NA;NA;Rver2;seasonal
11245;BAL;CW;inapplicable;EE;EE1;TN;AA-EQS;0.33;NA;mgN/L;FALSE;NA;nutrients usually from 1, 5 and 10 m depth;Rver2;annual
11247;BAL;CW;inapplicable;EE;EE1;TN;AA-EQS;0.24;NA;mgN/L;FALSE;NA;nutrients usually from 1, 5 and 10 m depth;Rver2;annual
11249;BAL;CW;inapplicable;EE;EE1;TP;summer;17;NA;µgP/L;FALSE;NA;nutrients usually from 1, 5 and 10 m depth;Rver2;seasonal
11251;BAL;CW;inapplicable;EE;EE1;TP;summer;12;NA;µgP/L;FALSE;NA;nutrients usually from 1, 5 and 10 m depth;Rver2;seasonal
11256;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.49;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11257;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.196;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11258;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11259;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11264;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.49;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11265;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.196;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11266;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11267;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11272;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.102;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11273;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.051;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11274;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11275;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
7300;NEA;TW;inapplicable;PT;PTRH9;Secchi disk depth;95th percentile;0.8;6;m;TRUE;subType;NA;Rver2;quantile
11280;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.102;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11324;NEA;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11287;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;16.421;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11292;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.181;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11293;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.09;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11294;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
7667;BLA;TW;inapplicable;BG;BG2000;Secchi disk depth;AA-EQS;2;NA;m;FALSE;NA;NA;Rver2;annual
7668;BLA;TW;inapplicable;BG;BG2000;Secchi disk depth;AA-EQS;2;NA;m;FALSE;NA;NA;Rver2;annual
7669;BLA;TW;inapplicable;BG;BG2000;Secchi disk depth;AA-EQS;2;NA;m;FALSE;NA;NA;Rver2;annual
7670;BLA;TW;inapplicable;BG;BG2000;Secchi disk depth;AA-EQS;2;NA;m;FALSE;NA;NA;Rver2;annual
7683;BLA;TW;inapplicable;BG;BG2000;Dissolved oxygen;AA-EQS;6;NA;mg/L;FALSE;NA;NA;Rver2;annual
7684;BLA;TW;inapplicable;BG;BG2000;Dissolved oxygen;AA-EQS;6;NA;mg/L;FALSE;NA;NA;Rver2;annual
7685;BLA;TW;inapplicable;BG;BG2000;Dissolved oxygen;AA-EQS;6;NA;mg/L;FALSE;NA;NA;Rver2;annual
7686;BLA;TW;inapplicable;BG;BG2000;Dissolved oxygen;AA-EQS;6;NA;mg/L;FALSE;NA;NA;Rver2;annual
7748;BLA;TW;inapplicable;BG;BG2000;TN;AA-EQS;2.5;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7749;BLA;TW;inapplicable;BG;BG2000;TN;AA-EQS;2.5;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7750;BLA;TW;inapplicable;BG;BG2000;TN;AA-EQS;2.5;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7751;BLA;TW;inapplicable;BG;BG2000;TN;AA-EQS;2.5;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7772;BLA;TW;inapplicable;BG;BG2000;TP;AA-EQS;75;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7773;BLA;TW;inapplicable;BG;BG2000;TP;AA-EQS;75;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7774;BLA;TW;inapplicable;BG;BG2000;TP;AA-EQS;75;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7775;BLA;TW;inapplicable;BG;BG2000;TP;AA-EQS;75;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7796;BLA;TW;inapplicable;BG;BG2000;Nitrate as N;AA-EQS;2;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7797;BLA;TW;inapplicable;BG;BG2000;Nitrate as N;AA-EQS;2;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7798;BLA;TW;inapplicable;BG;BG2000;Nitrate as N;AA-EQS;2;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7799;BLA;TW;inapplicable;BG;BG2000;Nitrate as N;AA-EQS;2;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7856;BLA;TW;inapplicable;BG;BG2000;Orthophosphate;AA-EQS;60;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7857;BLA;TW;inapplicable;BG;BG2000;Orthophosphate;AA-EQS;60;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7858;BLA;TW;inapplicable;BG;BG2000;Orthophosphate;AA-EQS;60;NA;µgP/L;FALSE;NA;NA;Rver2;annual
7859;BLA;TW;inapplicable;BG;BG2000;Orthophosphate;AA-EQS;60;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11319;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;12.393;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11320;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.014;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11321;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;12.393;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11328;NEA;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11331;NEA;CW;inapplicable;ES;ALL;% oxygen saturation;AA-EQS;30;NA;PC02;FALSE;NA;NA;Rver2;annual
11455;NEA;CW;inapplicable;NO;ALL;Orthophosphate;summer;7;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
9367;MED;TW;inapplicable;FR;FRD;TN;90th percentile;1.051;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11456;NEA;CW;inapplicable;NO;ALL;Orthophosphate;winter;21;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
11458;NEA;CW;inapplicable;NO;ALL;Orthophosphate;winter;19;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
11701;BAL;CW;inapplicable;SE;10;Total Inorganic N;winter;0.0420201;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11702;BAL;CW;inapplicable;SE;11;Total Inorganic N;winter;0.03921876;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11703;BAL;CW;inapplicable;SE;12s;Total Inorganic N;winter;0.0420201;0.35296884;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11704;BAL;CW;inapplicable;SE;12n;Total Inorganic N;winter;0.0420201;0.34036281;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11705;BAL;CW;inapplicable;SE;13;Total Inorganic N;winter;0.0420201;0.35296884;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11383;NEA;CW;inapplicable;IE;IEGBNIIENB;% oxygen saturation;95th percentile;80;130;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
9388;NEA;TW;inapplicable;FR;FRA;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11346;MED;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11348;MED;CW;inapplicable;ES;ALL;% oxygen saturation;AA-EQS;30;NA;PC02;FALSE;NA;NA;Rver2;annual
11353;MED;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11355;MED;CW;inapplicable;ES;ALL;% oxygen saturation;AA-EQS;40;NA;PC02;FALSE;NA;NA;Rver2;annual
10545;NEA;CW;inapplicable;DE;N3;TN;AA-EQS;0.56;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11443;NEA;CW;inapplicable;NO;ALL;Dissolved oxygen;AA-EQS;3.5;NA;mg/L;FALSE;salinity range;Bottom;Rver2;annual
10547;NEA;CW;inapplicable;DE;N3;TP;AA-EQS;36;NA;µgP/L;FALSE;NA;NA;Rver2;annual
10549;NEA;CW;inapplicable;DE;N3;Total Inorganic N;winter;0.44;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
10562;BAL;CW;inapplicable;DE;B1;TP;AA-EQS;44;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11732;BAL;CW;inapplicable;SE;15;TP;winter;18.5842566;30.35428578;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11653;BAL;CW;inapplicable;SE;12s;TN;winter;0.28713735;0.74795778;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11776;BAL;CW;inapplicable;SE;10;Orthophosphate;winter;11.46082818;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
11777;BAL;CW;inapplicable;SE;11;Orthophosphate;winter;9.29256339;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
10597;NEA;CW;inapplicable;DE;N2;TN;AA-EQS;0.32;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11779;BAL;CW;inapplicable;SE;12n;Orthophosphate;winter;10.53157184;11.46082818;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11780;BAL;CW;inapplicable;SE;13;Orthophosphate;winter;11.77058029;15.79735776;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11619;NEA;TW;inapplicable;PT;PTRH4A;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11620;NEA;TW;inapplicable;PT;PTRH4A;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
10602;NEA;CW;inapplicable;DE;N4;Total Inorganic N;winter;0.44;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
10611;NEA;CW;inapplicable;DE;N5;TN;AA-EQS;0.24;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11502;MED;TW;inapplicable;IT;ALL;Total Inorganic N;AA-EQS;0.25;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11503;MED;TW;inapplicable;IT;ALL;Total Inorganic N;AA-EQS;0.42;NA;mgN/L;FALSE;NA;NA;Rver2;annual
8721;BAL;TW;inapplicable;LV;LVDUBA;Nitrate as N;winter;0.196;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
11384;NEA;CW;inapplicable;IE;IEGBNIIENW;% oxygen saturation;95th percentile;80;130;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
11385;NEA;CW;inapplicable;IE;IEROI;% oxygen saturation;95th percentile;80;130;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
11386;NEA;CW;inapplicable;IE;IEGBNIIENB;Total Inorganic N;Median;0.25;2.6;mgN/L;TRUE;salinity range;samples are a mix of surface and bottom samples;Rver2;annual
11387;NEA;CW;inapplicable;IE;IEGBNIIENW;Total Inorganic N;Median;0.25;2.6;mgN/L;TRUE;salinity range;samples are a mix of surface and bottom samples;Rver2;annual
11388;NEA;CW;inapplicable;IE;IEROI;Total Inorganic N;Median;0.25;2.6;mgN/L;TRUE;salinity range;samples are a mix of surface and bottom samples;Rver2;annual
11753;BAL;CW;inapplicable;SE;12s;TP;summer;12.3895044;31.28349861;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11754;BAL;CW;inapplicable;SE;12n;TP;summer;12.69924201;21.06215748;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11755;BAL;CW;inapplicable;SE;13;TP;summer;12.3895044;31.28349861;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
10701;NEA;CW;inapplicable;IE;IEROI;% oxygen saturation;95th percentile;70;120;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
11757;BAL;CW;inapplicable;SE;15;TP;summer;12.69924201;21.06215748;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11515;BAL;TW;inapplicable;LT;LT1100;TP;summer;37;53;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
11396;NEA;CW;inapplicable;NL;ALL;% oxygen saturation;winter;60;NA;PC02;FALSE;NA;NA;Rver2;seasonal
11397;NEA;CW;inapplicable;NL;ALL;Total Inorganic N;winter;0.462;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11640;BLA;TW;inapplicable;RO;RO1000;TP;90th percentile;30.974;46.461;µgP/L;TRUE;subType;NA;Rver2;quantile
11317;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;12.393;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11318;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.014;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11682;BAL;CW;inapplicable;SE;15;TN;summer;0.26892864;0.42860502;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11479;NEA;TW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;1.676;NA;mgN/L;FALSE;NA;NA;Rver2;annual
10546;NEA;CW;inapplicable;DE;N1;TP;AA-EQS;31;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11482;MED;TW;inapplicable;ES;ALL;TP;AA-EQS;2000;NA;µgP/L;FALSE;NA;NA;Rver2;annual
10548;NEA;CW;inapplicable;DE;N1;Total Inorganic N;winter;0.26;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
11446;NEA;CW;inapplicable;NO;ALL;Nitrate as N;winter;0.125;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11447;NEA;CW;inapplicable;NO;ALL;Nitrate as N;summer;0.041;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11448;NEA;CW;inapplicable;NO;ALL;Nitrate as N;winter;0.139;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11651;BAL;CW;inapplicable;SE;10;TN;winter;0.280134;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11652;BAL;CW;inapplicable;SE;11;TN;winter;0.280134;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11451;NEA;CW;inapplicable;NO;ALL;TP;summer;16;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
11303;NEA;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;5.577;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11654;BAL;CW;inapplicable;SE;12n;TN;winter;0.280134;0.57147336;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11778;BAL;CW;inapplicable;SE;12s;Orthophosphate;winter;11.77058029;15.79735776;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11428;NEA;CW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;0.7;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11657;BAL;CW;inapplicable;SE;15;TN;winter;0.280134;0.57147336;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11295;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11782;BAL;CW;inapplicable;SE;15;Orthophosphate;winter;10.53157184;11.46082818;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11298;NEA;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.086;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11299;NEA;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;20.139;NA;µgP/L;FALSE;NA;NA;Rver2;annual
8720;BAL;TW;inapplicable;LV;LVDUBA;Secchi disk depth;summer;3;NA;m;FALSE;NA;NA;Rver2;seasonal
11624;NEA;TW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
8722;BAL;TW;inapplicable;LV;LVDUBA;Orthophosphate;winter;27.878;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
11438;BLA;CW;inapplicable;RO;RO1000;TP;AA-EQS;21.682;30.974;µgP/L;TRUE;subType;NA;Rver2;annual
11791;NEA;TW;inapplicable;SE;25;TN;winter;0.30114405;0.53505594;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
10544;NEA;CW;inapplicable;DE;N1;TN;AA-EQS;0.32;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11429;NEA;CW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11794;NEA;TW;inapplicable;SE;25;TP;winter;19.20373182;27.8763849;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11795;NEA;TW;inapplicable;SE;25;TP;summer;13.93819245;17.65504377;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
8946;BAL;TW;inapplicable;LV;LVGUBA;Secchi disk depth;summer;3;NA;m;FALSE;NA;NA;Rver2;seasonal
11433;NEA;CW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
8948;BAL;TW;inapplicable;LV;LVGUBA;Nitrate as N;winter;0.196;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
11799;BAL;TW;inapplicable;SE;24;Total Inorganic N;winter;0.0420201;0.34036281;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
8950;BAL;TW;inapplicable;LV;LVGUBA;Orthophosphate;winter;27.878;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
11801;BAL;TW;inapplicable;SE;24;TP;summer;12.69924201;21.06215748;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11625;NEA;TW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
9500;MED;TW;inapplicable;FR;FRE;Orthophosphate;90th percentile;30.975;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11480;NEA;TW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;0.088;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11655;BAL;CW;inapplicable;SE;13;TN;winter;0.28713735;0.74795778;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11589;NEA;TW;inapplicable;PT;PTRH4A;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11603;NEA;TW;inapplicable;PT;PTRH8;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11481;MED;TW;inapplicable;ES;ALL;TN;AA-EQS;7;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11605;NEA;TW;inapplicable;PT;PTRH8;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11728;BAL;CW;inapplicable;SE;12s;TP;winter;18.89399421;48.93854238;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
10561;BAL;CW;inapplicable;DE;B1;TN;AA-EQS;0.53;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11730;BAL;CW;inapplicable;SE;13;TP;winter;18.89399421;48.93854238;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
10582;BAL;CW;inapplicable;DE;B2;TN;AA-EQS;0.25;0.52;mgN/L;TRUE;subType;NA;Rver2;annual
11707;BAL;CW;inapplicable;SE;15;Total Inorganic N;winter;0.0420201;0.34036281;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11506;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.94;1.08;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
11467;NEA;TW;inapplicable;DE;T1;TN;AA-EQS;1;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11601;NEA;TW;inapplicable;PT;PTRH7;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
9436;NEA;TW;inapplicable;FR;FRG;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11591;NEA;TW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11471;NEA;TW;inapplicable;DE;T1;TP;AA-EQS;45;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11621;NEA;TW;inapplicable;PT;PTRH4A;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11460;NEA;CW;inapplicable;NO;ALL;Secchi disk depth;summer;6;NA;m;FALSE;salinity range;Surf;Rver2;seasonal
11623;NEA;TW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11501;MED;TW;inapplicable;IT;ALL;Orthophosphate;AA-EQS;15;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11316;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.014;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11802;BAL;TW;inapplicable;SE;24;Orthophosphate;winter;10.53157184;11.46082818;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11507;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.43;0.67;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
11508;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.13;0.25;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
10685;NEA;CW;inapplicable;IE;IEGBNIIENW;% oxygen saturation;95th percentile;70;120;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
11510;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.43;0.67;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
11593;NEA;TW;inapplicable;PT;PTRH5A;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
9491;MED;TW;inapplicable;FR;FRE;TN;90th percentile;1.051;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11475;NEA;TW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;2.485;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11597;NEA;TW;inapplicable;PT;PTRH6;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11516;BAL;TW;inapplicable;LT;LT1100;TP;summer;15;26;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
10669;NEA;CW;inapplicable;IE;IEGBNIIENB;% oxygen saturation;95th percentile;70;120;PC02;TRUE;High low;samples are a mix of surface and bottom samples;Rver2;quantile
11626;NEA;TW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11679;BAL;CW;inapplicable;SE;12n;TN;summer;0.26892864;0.42860502;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
