"All.obs","uniqueID","TypeCode","Country","RBD","physChemQECode","physChemQE","physChemCategoryRW","physChemCategoryLW","physChemValue","StandardValue","UnitOfMeasure","physChemStandard2","physChemGMBoundary","surfaceWaterBodyIntercalibrationTypeCode","surfaceWaterBodyIntercalibrationType","Type","Value","ValueUp","physChemText","Factor","UnitUsed","ValueStd","ValueUpStd","physChemCategoryCW","ICcodeCW","ICtypeCW","MarineRegion","GIG","physChemCategoryTW","ICcodeTW","ICtypeTW","Ver"
791,1344,"R14|NL57_GELD","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R14","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
792,1345,"R14|NL57_GELD","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R14","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
793,1346,"R14|NL57_GELD","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R14","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
794,1347,"R5|NL57_GRMB","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
795,1348,"R5|NL57_GRMB","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
796,1349,"R5|NL57_GRMB","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
797,1350,"R5|NL57_GRMB","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
798,1351,"R5|NL57_GRMB","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
799,1352,"R5|NL57_GRMB","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
800,1353,"R5|NL57_HAEL","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
801,1354,"R5|NL57_HAEL","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
802,1355,"R5|NL57_HAEL","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
803,1356,"R5|NL57_HAEL","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
804,1357,"R5|NL57_HAEL","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
805,1358,"R5|NL57_HAEL","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
806,1359,"R5|NL57_ITT","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
807,1360,"R5|NL57_ITT","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
808,1361,"R5|NL57_ITT","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
809,1362,"R5|NL57_ITT","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
810,1363,"R5|NL57_ITT","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
811,1364,"R5|NL57_ITT","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
812,1365,"R5|NL57_KWIS","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
813,1366,"R5|NL57_KWIS","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
814,1367,"R5|NL57_KWIS","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
815,1368,"R5|NL57_KWIS","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
816,1369,"R5|NL57_KWIS","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
817,1370,"R5|NL57_KWIS","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
818,1371,"R5|NL57_LING","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
819,1372,"R5|NL57_LING","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
820,1373,"R5|NL57_LING","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
821,1374,"R5|NL57_LING","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
822,1375,"R5|NL57_LING","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
823,1376,"R5|NL57_LING","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
824,1377,"M20|NL57_MP_BMP","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 1.7","1.7","m","AA-EQS","Yes","","","M20","1.7",NA,"Secchi disk depth",1,"m",1.7,NA,"No","","","","","No","","","Ver7e"
825,1378,"M20|NL57_MP_BMP","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M20","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
826,1379,"M20|NL57_MP_BMP","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M20","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
827,1380,"M20|NL57_MP_BMP","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6.5 | <= 8.5","6.5-8.5","[pH]","MAC-EQS","Yes","","","M20","6.5","8.5","pH",1,"pH",6.5,8.5,"No","","","","","No","","","Ver7e"
828,1381,"M20|NL57_MP_BMP","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 200","200","mg/L","AA-EQS","Yes","","","M20","200",NA,"Chloride",1,"mg/L",200,NA,"No","","","","","No","","","Ver7e"
829,1382,"M20|NL57_MP_BMP","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.03","0.03","mg{P}/L","AA-EQS","Yes","","","M20","0.03",NA,"TP",1000,"ugP/L",30,NA,"No","","","","","No","","","Ver7e"
830,1383,"M20|NL57_MP_BMP","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 0.9","0.9","mg{N}/L","AA-EQS","Yes","","","M20","0.9",NA,"TN",1,"mgN/L",0.9,NA,"No","","","","","No","","","Ver7e"
831,1384,"R6|NL57_NIER","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R6","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
832,1385,"R6|NL57_NIER","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R6","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
833,1386,"R6|NL57_NIER","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R6","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
834,1387,"R6|NL57_NIER","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R6","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
835,1388,"R6|NL57_NIER","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R6","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
836,1389,"R6|NL57_NIER","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R6","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
837,1390,"R5|NL57_OOST","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
838,1391,"R5|NL57_OOST","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
839,1392,"R5|NL57_OOST","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
840,1393,"R5|NL57_OOST","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
841,1394,"R5|NL57_OOST","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
842,1395,"R5|NL57_OOST","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
843,1396,"R5|NL57_ROGG","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
844,1397,"R5|NL57_ROGG","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
845,1398,"R5|NL57_ROGG","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
846,1399,"R5|NL57_ROGG","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
847,1400,"R5|NL57_ROGG","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
848,1401,"R5|NL57_ROGG","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
849,1402,"R4|NL57_SCHE","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
850,1403,"R4|NL57_SCHE","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
851,1404,"R4|NL57_SCHE","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
852,1405,"R4|NL57_SCHE","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
853,1406,"R4|NL57_SCHE","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
854,1407,"R4|NL57_SCHE","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
855,1408,"R14|NL57_SWAL","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R14","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
856,1409,"R14|NL57_SWAL","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 80 | <= 120","80-120","%{oxygenSaturation}","AA-EQS","Yes","","","R14","80","120","% oxygen saturation",1,"PC02",80,120,"No","","","","","No","","","Ver7e"
857,1410,"R14|NL57_SWAL","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R14","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
858,1411,"R14|NL57_SWAL","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R14","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
859,1412,"R14|NL57_SWAL","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R14","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
860,1413,"R14|NL57_SWAL","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R14","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
861,1414,"R4|NL57_TIEL","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
862,1415,"R4|NL57_TIEL","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
863,1416,"R4|NL57_TIEL","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
864,1417,"R4|NL57_TIEL","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
865,1418,"R4|NL57_TIEL","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
866,1419,"R4|NL57_TIEL","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
867,1420,"R5|NL57_TUNG","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
868,1421,"R5|NL57_TUNG","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
869,1422,"R5|NL57_TUNG","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
870,1423,"R5|NL57_TUNG","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
871,1424,"R5|NL57_TUNG","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
872,1425,"R5|NL57_TUNG","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
873,1426,"R4|NL58WRO01A","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
874,1427,"R4|NL58WRO01A","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
875,1428,"R4|NL58WRO01A","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
876,1429,"R4|NL58WRO01A","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
877,1430,"R4|NL58WRO01A","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
878,1431,"R4|NL58WRO01A","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
879,1432,"R4|NL58WRO01B","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
880,1433,"R4|NL58WRO01B","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
881,1434,"R4|NL58WRO01B","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
882,1435,"R4|NL58WRO01B","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
883,1436,"R4|NL58WRO01B","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
884,1437,"R4|NL58WRO01B","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
885,1438,"R4|NL58WRO02","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
886,1439,"R4|NL58WRO02","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
887,1440,"R4|NL58WRO02","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
888,1441,"R4|NL58WRO02","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
889,1442,"R4|NL58WRO02","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
890,1443,"R4|NL58WRO02","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
891,1444,"R13|NL58WRO03","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R13","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
892,1445,"R13|NL58WRO03","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 110","70-110","%{oxygenSaturation}","AA-EQS","Yes","","","R13","70","110","% oxygen saturation",1,"PC02",70,110,"No","","","","","No","","","Ver7e"
